,country,description,points,price,variety,winery,Colour,Color,RW
4813,Spain,"Soda pop-like on the nose, with a clear reference to Sprite and 7Up. The palate is somewhat candied and simple, but it has good feel and the flavors of lemon-lime are likable. Mild on the finish, with flavors that extend from the lemon-lime bouquet and palate.",86,14.0,Sparkling Blend,Mistinguett,Sparkling,2.0,1.0
4814,France,"This full-bodied wine is packed with citrus and tight, apple-driven acidity, as well as a rich touch of apricot. This fruitiness is balanced by a deliciously refreshing character that creates texture and a steely, minerally feel.",88,50.0,Champagne Blend,René Geoffroy,Sparkling,2.0,1.0
4815,US,"Made with a higher dosage, or sweetness level, than Iron Horse's other bubblies, the '03 Russian Cuvée is seriously delicious. It has honeyed lime, raspberry and smoky, baked bread dough flavors, with a tangy taste of green apple peel.",90,33.0,Sparkling Blend,Iron Horse,Sparkling,2.0,1.0
4816,France,"This is an attractive pink-colored wine, with soft crushed strawberry fruit flavors. The acidity is light, giving preference to the fruit and ripe flavor. The aftertaste veers on the sweet side, but it's well balanced.",87,60.0,Champagne Blend,Duval-Leroy,Sparkling,2.0,1.0
4817,US,"This 100% Pinot Noir is full-bodied and rich, with raspberry, cherry, yeast, toast and vanilla flavors that finish sweet and honeyed. The mouthfeel is soft and silky. Lovely for drinking now, as a toast or just Sunday brunch.",89,30.0,Sparkling Blend,Breathless,Sparkling,2.0,1.0
4818,France,"Round, ripe and lemony, it's more like a very good California sparkler than fine Champagne. Tasty, fruity and approachable, but missing the refinement and the texture that elevates the very top Champagnes.",88,50.0,Champagne Blend,Veuve Clicquot Ponsardin,Sparkling,2.0,1.0
4819,France,"This is a really good rendition of this extra-tart, austere style of Champagne. Citrus and steel are the prime components—don't look for tropical fruits, toast or buttered nuts in this baby. This is a terroir-driven wine; it tastes like the chalk it's grown in. Can you say oysters and caviar? How about triple crème cheeses, foie gras, etc.? Made for the richest food you care to throw at it.",92,60.0,Champagne Blend,Laurent-Perrier,Sparkling,2.0,1.0
4820,France,"An impressive, full and ripe wine, with dryness and fruitiness balanced with more complex mineral and tang. Delicious and finely made.",90,27.0,Sparkling Blend,Langlois-Chateau,Sparkling,2.0,1.0
4821,Italy,"Peach and smoke aromas open this dry bubbly, but these pretty notes are marred by a soapy element. It's fairly dry, with faintly peachy flavors, intense mineral and even slightly medicinal accents.",81,30.0,Champagne Blend,Monte Rossa,Sparkling,2.0,1.0
4822,France,"This is the first vintage of a cuvée named, so the advertising has it, after a figure who is both romantic and modern. It is certainly a fine blend that shows ripe fruit, some layers of toast to go with some honey and fresh white fruits. It should age, but, as an apéritif wine, it's ready to drink now.",91,65.0,Champagne Blend,Jacquart,Sparkling,2.0,1.0
4823,Spain,"Apple and lime aromas are basic and distant. This is light on the palate, while green melon, lime, apple and green-bean flavors finish grassy, leesy, tart and bitter.",82,10.0,Sparkling Blend,Tarantas,Sparkling,2.0,1.0
4824,US,"Mild kirsch and pink-grapefruit aromas open this medium-weight sparkler. The apple flavors and leesy accents have a softness on the palate that will give the wine mass appeal. The long finish has a fragrant, lingering sweet-tartness.",86,24.0,Champagne Blend,Hagafen,Sparkling,2.0,1.0
4825,US,"Even if you don't like sweet sparkling wine, it will be hard to turn down another glass of this beauty. It's so clean and delicious, with a raspberry sorbet and vanilla richness. One of the best sweet bubblies out there, at a great price.",88,12.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
4826,US,"Admirably toasty, but seems a bit soft and unfocused on the palate, with modest flavors of mushroom and earth.",81,25.0,Sparkling Blend,Domaine Meriwether,Sparkling,2.0,1.0
4827,South Africa,"A soft, dry sparkling rosé with modest aromas and flavors of strawberry hull, white cranberry and grapefruit peel. Medium bodied with assertive carbonation and a clean finish. So juicy and refreshing, this would be an excellent choice for brunch or lunch al fresco.",85,16.0,Champagne Blend,Graham Beck,Sparkling,2.0,1.0
4828,Israel,"Fresh yet rich, this sparkler boasts great balance between the red-apple and orange fruit notes and the toasty, sweet spice accents. Tart but full on the palate, the creamy moussse is countered by bright acidity, followed by a long finish reminiscent of wood-grilled apples.",88,19.0,Sparkling Blend,Golan Heights Winery,Sparkling,2.0,1.0
4829,Spain,"A fine Cava with easygoing white fruit aromas and a cushioned, full and round palate. Tastes rich and honeyed, with toasty, nutty, dry apple and pear flavors. Elegant and complex, with texture and style.",91,50.0,Sparkling Blend,Juvé y Camps,Sparkling,2.0,1.0
4830,Italy,"A classic sparkling blend, this fresh offering shows a dry, steely side that is enhanced by a citrus aroma and a dusty mineral tone. There's a sharp firmness to the perlage as well.",89,40.0,Sparkling Blend,Le Marchesine,Sparkling,2.0,1.0
4831,France,"This is a full-bodied and fruity wine. It has ripe red berry fruits as well as layers of warm citrus and fresh acidity. It's the richness that shows most strongly here, from the fruit to the texture, very much a house style of Ruinart. Drink now.",91,75.0,Champagne Blend,Ruinart,Sparkling,2.0,1.0
4832,France,"Very dry in style, this is a beautifully crisp, tight and taut Champagne. It has citrus and green apple flavors, and is steely in character while also fruity. It could do well with some more bottle age.",92,70.0,Champagne Blend,H. Blin,Sparkling,2.0,1.0
4833,US,"Made in a frankly sweet style, this blend of Pinot Noir and Chardonnay has jellied flavors of raspberries, cherries and toast. It's a little rough in texture.",85,24.0,Sparkling Blend,Schramsberg,Sparkling,2.0,1.0
4834,France,"Light, fresh and soft, this is a perfect starter for an evening for two. It has attractive sweet lime and peach flavors, with attendant acidity.",85,10.0,Champagne Blend,Pommery,Sparkling,2.0,1.0
4835,US,"Made from 90% Pinot Noir with the balance Chardonnay, this beautifully colored bubbly shows the integrity the house of Schramsberg brings to its sparkling wines. It's not truly dry, but the raspberry, cherry, lime, vanilla and brioche flavors are delicious.",87,37.0,Sparkling Blend,Schramsberg,Sparkling,2.0,1.0
4836,France,"A crisp, finely balanced wine, this is packed with fresh citrus, peach-skin and green-apple flavors. It's a textured wine with layers of minerality on the palate. The acidity is just right—a fine streak that cuts through the fruitiness and gives a tight, taut finish.",91,57.0,Champagne Blend,J. Dumangin Fils,Sparkling,2.0,1.0
4837,France,"A full style of wine, with a touch of toast. This is rich, with flavors of white fruits as well as a layer of acidity that comes through. An attractive wine from a firm that is on the way up. Imported by Duval-Leroy Imports.",89,27.0,Champagne Blend,Duval-Leroy,Sparkling,2.0,1.0
4838,France,"A deli cious apple and cream-flavored fresh wine with good acidity. Has touches of nuttiness and kiwi fruits, and a fresh, easy finish. Imported by Vineyard Research.",87,19.0,Sparkling Blend,Vitteaut-Alberti,Sparkling,2.0,1.0
4839,Spain,"Yeasty, sweet and easy on the nose, with apple, vanilla and pear aromas. The palate has a nice feel and flavors of citrus, spiced meats and baked apple. For basic cava this is focused and forward, with lively acidity and good overall balance.",87,12.0,Sparkling Blend,Gran Pasión,Sparkling,2.0,1.0
4840,France,"Hay, nutmeg and sourdough are aromatic partners to the toasty char and cheese flavors. Although a bit frothy, the flinty acidity and dry finish leave the palate clean and refreshed. This is young, mainstream and tasty.",87,25.0,Champagne Blend,Duval-Leroy,Sparkling,2.0,1.0
4841,Spain,"An opening salvo of honey and white fruits is solid as can be. The palate rolls out dry, angular citrus, pineapple and apple flavors in front of a finish that's naturally fresh and nutty. A bubbly with no muss, fuss or confusion. Best if you like ‘em dry.",89,15.0,Sparkling Blend,Cava Blancher,Sparkling,2.0,1.0
4842,France,"A ripe, creamy, toasty wine which has some mature oxidation that enhances the wine. Shows that Jura's sparkling wines have the ability to age. But do enjoy it this year—it won't age further.",89,24.0,Sparkling Blend,Andre et Mireille Tissot,Sparkling,2.0,1.0
4843,US,"This has the pretty color of pink copper, a delicately yeasty aroma; and rich, sweet flavors of strawberry, lime and toast. It's a little scouring on the palate. The blend is nearly equal parts Pinot Noir and Chardonnay.",88,27.0,Sparkling Blend,Schramsberg,Sparkling,2.0,1.0
4844,US,"Made from 90% Chardonnay and 10% Pinot Gris, this lovely Blanc de Blancs brims with vanilla cream, lime and pear aromas and flavors, with the yeasty, baked bread dough toastiness that mark the best sparkling wines. It's basically dry and quite high in acidity, which gives it a brisk, clean finish. Drink this fine bubbly now and for the next 6–8 years.",93,30.0,Sparkling Blend,Mumm Napa,Sparkling,2.0,1.0
4845,France,"I applaud the fact that Paillard clearly labels his wines with the date of disgorgement—this one was August 2005. The wine immediately offers up enticing scents of peaches, apricots and cherries. It's a full, fruit-powered Champagne that's round and rich and unusually ripe. It delivers a lot of flavor up front, and holds there through a clean finish.",90,56.0,Champagne Blend,Bruno Paillard,Sparkling,2.0,1.0
4846,France,"An attractively fresh wine, with white flower aromas, packed with delicate acidity and white fruits. Crisp fruits hide a touch of softness that allows the wine to finish balanced and light.",85,14.0,Champagne Blend,Les Caves de Bailly,Sparkling,2.0,1.0
4847,Italy,"This Franciacorta rosé opens with an attractive pale pink color and offers immediate aromas of sourdough, peach and subtle hints of wild berry. The wine is smooth and creamy with some bitter fruit on the close.",88,45.0,Sparkling Blend,Lantieri de Paratico,Sparkling,2.0,1.0
4848,US,"Made mostly from Chardonnay, with a touch of Pinot Noir, this is so rich and creamy, it's like satin gliding across the mouth, carrying waves of lemon- and lime-infused buttercream, brioche and a smoky flavor. It feels classy and delicious from the first sniff to the seemingly sweet finish.",93,45.0,Sparkling Blend,Chandon,Sparkling,2.0,1.0
4849,Spain,"Sweet and artificial, with a strong hint of Dijon mustard, which seems totally out of place. Not sure who this is aimed at.",80,10.0,Sparkling Blend,Freixenet,Sparkling,2.0,1.0
4850,France,"This is yeasty, bearing crisp flavors of pear and green apple, with a taut lemon-zest texture and a firm edge of minerality. It needs at least three years in bottle.",90,24.0,Champagne Blend,Bailly-Lapierre,Sparkling,2.0,1.0
4851,Spain,"Lollipop aromas are muddled and not very convincing, while the palate is unfocused and borders on sour. Foamy and abrasive on the cheeks, with a mediocre flavor profile. From the outside this looks great (nice bottle and label) but the insides are shaky.",82,29.0,Sparkling Blend,Roger Goulart,Sparkling,2.0,1.0
4852,France,"This nonvintage is sweeter and softer than some of the other Champagnes in the Vollereaux range. The result is a wine that is ready to drink, full of fresh apple acidity with an attractive kiwi aftertaste.",87,35.0,Champagne Blend,Vollereaux,Sparkling,2.0,1.0
4853,France,"A great Champagne, rich and full-bodied, with a fine mineral streak and almost of austerity that demands aging. It is tight on the structure, yet ripe on the mature fruit, which is changing into its secondary toast, walnut and quince. It could still age over five years or more.",93,95.0,Champagne Blend,Henriot,Sparkling,2.0,1.0
4854,France,"A sweet, soft rosé, with strawberry flavors, light acidity and a full-bodied feel. The finish is relatively sweet.",86,60.0,Champagne Blend,Forget-Brimont,Sparkling,2.0,1.0
4855,Spain,"Nice and fresh, with defined, attractive apple and pear aromas. Dry and fruity in the mouth, with a tad of sweetness to the firm papaya, lime and apple flavors. Ripe and round enough, with balance. The total packagein cava. Imported by Classical Wines.",88,12.0,Sparkling Blend,Mont Marçal,Sparkling,2.0,1.0
4856,France,"Soft and creamy, with pear and melon flavors dominating the bright acidity. It's an attractive wine, easy on the palate with a light touch of nuttiness to finish.",86,24.0,Sparkling Blend,Dopff & Irion,Sparkling,2.0,1.0
4857,US,"The first duty of a blush bubbly is to be delicious and elegant, and this one is, despite the full-bodied flavors from a majority of Pinot Noir. The wine is dry and complex, with flavors of raspberries, cherries, limes, buttery vanilla, yeast and smoky oak. Really good, and will develop through 2013.",93,42.0,Sparkling Blend,Gloria Ferrer,Sparkling,2.0,1.0
4858,France,"With its beautiful pale pink color and bright fruitiness, this delicious wine also has a good depth of texture, mineral strength and tight acidity. Even though it is now six years old, it is showing no sign of maturity, so drink from 2016.",91,130.0,Champagne Blend,Mailly Grand Cru,Sparkling,2.0,1.0
4859,Austria,"This medium-sweet, fruity wine has just the right amount of sparkle. It's as bright as a spring day, with a touch of crispness to keep it fresh.",84,17.0,Sparkling Blend,Pratsch,Sparkling,2.0,1.0
4860,US,"Domaine Carneros's finest Blanc de Blancs blend, it is made entirely from estate-grown fruit. This 2007 is distinguished by complex layers of pear compote and ginger spice—round, soft and still well-toned in acidity. As it ages expect more of the almond-hazelnut undertones to take center stage, a delightful accompaniment to fruit desserts, creamy French cheeses or salty shellfish.",91,99.0,Sparkling Blend,Domaine Carneros,Sparkling,2.0,1.0
4861,France,"A nice straw/pale yellow color, the nose on this wine is subdued, with hints of grain, lime and slate, but the palate perks up with plenty of citrus flavor leaning toward lime. Balanced, with a smooth feel and tiny bubbles, this delicious sparkler will instigate caviar dreams.",90,18.0,Sparkling Blend,Léonce Bocquet,Sparkling,2.0,1.0
4862,France,"Tense and crisp, this is a balanced food-friendly Champagne. It is dry, and its apple- and citrus-like acidity has rounded out with some bottle age. The acidity cuts right through to give the wine a great lift of freshness on the finish.",90,47.0,Champagne Blend,Gosset,Sparkling,2.0,1.0
4863,France,"A perfect salmon shade, with scents of peaches, cherries and toast. It hits the palate with big, ripe, fresh fruit: crisp apples, peaches, cherries and citrus. Concentrated and full, with a tart, fresh back end that lingers into a cherry-vanilla finish.",90,52.0,Champagne Blend,Gosset,Sparkling,2.0,1.0
4864,Spain,"Quite hard on the nose, with classic petrol aromas that almost smell of rubber cement. Tough and tight on the palate; it takes some effort to penetrate. Once inside there's crisp apple and lime zest. A true “nature” in every sense.",87,20.0,Sparkling Blend,Juvé y Camps,Sparkling,2.0,1.0
4865,US,"Crisp and clean, this is a very nice sparkling wine for everyday purposes at an everyday price. It's just a little sweet, with vanilla cream, peach sorbet and citrus fruit vibrancy. Pinot Noir and Chardonnay are among the constituent grapes, along with Chenin Blanc and French Colombard.",86,12.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
4866,France,"A rich wine that parades great citrus and pear juice fruits to go with its intense texture of green apple skins and vivid acidity. It tastes very fresh, veering towards dry and could benefit from several months' bottle age. A step up in quality for this producer.",88,48.0,Champagne Blend,J. Dumangin Fils,Sparkling,2.0,1.0
4867,US,"A little sweet and rough around the edges, with the flavors of raspberry and cherry brioche. The blend is 60% Chardonnay and 40% Pinot Noir, and this is Schramsberg's second label.",84,23.0,Sparkling Blend,Mirabelle,Sparkling,2.0,1.0
4868,US,"A complex and complete wine with everything in place, this tastes delicious from the first whiff to the lingering finish. It has fresh-baked bread and light peach aromas and white-cherry flavors. Well balanced, it's layered on a subtle level and harmonious.",93,29.0,Sparkling Blend,Roederer Estate,Sparkling,2.0,1.0
4869,US,"Made primarily from Pinot Noir with a little Chardonnay, this has a subtle color of the first blush on a peach, and is fragrant and delicious. The fruit flavors of raspberries and cherries have a lime tinge, and the finish is dry and impressively long. Really easy to like, just filled with charm and finesse.",92,42.0,Sparkling Blend,Gloria Ferrer,Sparkling,2.0,1.0
4870,France,"Mature, with a touch of scrambled egg and burnt sulfur on the dry bouquet. This one runs lean and crisp, with green apple and a hint of lemon on the palate. That said, there's still laudable depth of flavor and complexity. Overall the impression is largely of citrus. Imported by Laurent-Perrier.",90,90.0,Champagne Blend,Laurent-Perrier,Sparkling,2.0,1.0
4871,Spain,"Always one of Spain's best bubblies, this is precise and dry, with a dusty apple aroma and only a bit of yeast on the bouquet. It feels expansive and rich, with cutting acidity that's offset by yeasty cream, toast and butterscotch flavors. Juicy and generous at the same time.",92,116.0,Sparkling Blend,Agustí Torelló,Sparkling,2.0,1.0
4872,Italy,"Creamy and toasty in the mouth, with nice acidity to give it structure. A consistent sparkler with enough versatility to be consumed with a meal; not just for toasting. Imported by Prestige Wine Imports Corp.",89,13.0,Sparkling Blend,Rotari,Sparkling,2.0,1.0
4873,Spain,"Standard as good brut Cavas go, with yeast, citrus and a hint of matchstick on the nose. The palate shows a good fabric comprised of lemon-lime and apple flavors. Good up front but a little weak on the back end and finish. Still, as a whole this is perfectly good, affordable bubbly that does what it's supposed to do.",87,12.0,Sparkling Blend,Segura Viudas,Sparkling,2.0,1.0
4874,France,"This is a bright style of Champagne that's fresh and crisp. It has a strong citrus tang, with notes of green apple and attractive lemon zest. It is fit for an apéritif.",89,45.0,Champagne Blend,Piper-Heidsieck,Sparkling,2.0,1.0
4875,US,"This has picked up softness and a honeyed mouthfeel, as the chemistry of aging on the lees does its magic. The wine has a plush, creamy feeling, with the silky smoothness of a great sparkling wine. Flavorwise, it's all pears, limes, dough and cinnamon spice. Delicious now, and should hold and improve over the next eight years.",93,100.0,Sparkling Blend,J Vineyards & Winery,Sparkling,2.0,1.0
4876,US,"Deeply colored for a rosé sparkling wine, and full bodied, with raspberry and cherry jam, vanilla wafer and yeasty, baked dough flavors. Slightly sweet, too. Champagne fans won't like it, but millions of ordinary consumers will.",85,10.0,Sparkling Blend,Ballatore,Sparkling,2.0,1.0
4877,US,"The orange, vanilla and cream flavors are tasty, but the texture is scoury and harsh in the mouth, with rough bubbles that cut with acidity.",83,30.0,Sparkling Blend,Pope Valley Winery,Sparkling,2.0,1.0
4878,France,"One of the few houses still to ferment in wood (Krug is another), Alfred Gratien cultivates an intense style of wine, which has toasty, buttery characters as well as richness. From 1997, this wine is lighter than other Alfred Gratien vintages, showing more acidity than richness, but there is still a stylistic similarity there.",93,95.0,Champagne Blend,Alfred Gratien,Sparkling,2.0,1.0
4879,France,"This is a full-bodied wine, with the Pinot fruit showing strongly in the blend, producing richness and a sweet-tasting character. This most recent cuvée from Roland Champion is powerful—a fine combination of minerality and bottle age. Keep it for 3–4 years, but it can be consumed now.",88,50.0,Champagne Blend,Roland Champion,Sparkling,2.0,1.0
4880,France,"With its searing crisp character, this is a wine for food. Very textured, apple skins cut through the citrus acidity, creating a taut, nervy wine, although finishing with a richer, more yeasty character.",90,55.0,Champagne Blend,Philipponnat,Sparkling,2.0,1.0
4881,Spain,"Very strange from the start. Odd stuff, with a candied, spice-like set of aromas that go straight to sweet, dull gumdrop flavors. Feels o.k. on the palate but tastes and smells weird.",82,20.0,Sparkling Blend,Font I Jordana,Sparkling,2.0,1.0
4882,US,"This is the winery's highest quality wine, named in honor of their late winemaker, Guy Devaux, who brought a Champagne sensibility to the brand. At the age of eight years, it's softly complex and delicious in lime, raspberry, yeasty brioche and vanilla flavors. It has that hard to define quality of finesse that makes a fine sparkling wine so special.",93,65.0,Sparkling Blend,Mumm Napa,Sparkling,2.0,1.0
4883,US,"True to its name, the wine is crimson in color, and sweet, with honeyed raspberry, cherry and vanilla flavors. Easy to drink due to the balanced sweetness.",84,8.0,Sparkling Blend,Ballatore,Sparkling,2.0,1.0
4884,US,"This wine is a little scoury in the mouthfeel, with big bubbles that give it some roughness, but otherwise it is a fine brut. Among the driest of the winery's new releases, it shows citrus, tropical fruit and yeast flavors, with firm acid.",90,50.0,Sparkling Blend,Iron Horse,Sparkling,2.0,1.0
4885,France,"A powerful wine that is very ripe and soft. What makes it work so well is the toast, the acidity from a high proportion of Pinot Noir, and the dense, full structure. This is, without question, a food wine. It should also age over 4–5 years at least.",93,100.0,Champagne Blend,Philipponnat,Sparkling,2.0,1.0
4886,France,"This is a top-of-the-range crémant that is crisp and textured while also fruity. It has richness, laced with acidity and citrus. Fresh and full of apple flavor, it's an impressive wine that could age a year or two in bottle.",90,25.0,Sparkling Blend,JCB,Sparkling,2.0,1.0
4887,Spain,"A little aggressive out of the chute, with a nose that's sort of raspy. The fruit on the palate is tangy and tastes like early picked nectarines with a lemon twist. Crisp and short, but very clean and focused.",86,12.0,Sparkling Blend,Freixenet,Sparkling,2.0,1.0
4888,US,"The best of Korbel's sparkling wines, and one that can stand next to bubblies that cost two or three times as much. Rich and dry, it has a very creamy mouthfeel, with subtle, complex flavors of lime, grapefruit, strawberry and yeast. It's a brut-style wine made from Chardonnay and Pinot Noir.",91,16.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
4889,US,"Actually a little on the sweet side, this pleasant brut-style wine has rich flavors of limes, peaches, vanilla and spice, with a bracing scour of bubbles.",86,12.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
4890,France,"Diamant Bleu used to be a brand name of Heidsieck Monopole, now transferred to the Vranken range when Vranken acquired Heidsieck. It's a rather hard wine, with edges of acidity and showing sharp grapefruit flavors.",86,125.0,Champagne Blend,Vranken,Sparkling,2.0,1.0
4891,Spain,"Timid but clean as a whistle on the nose, with apple and vanilla aromas along with a sprinkling of talcum powder. The palate is lively and fresh, with flavors of pineapple, lemon and other tropical hints. Entirely pedestrian as cava goes, but 100% clean and refreshing.",87,11.0,Sparkling Blend,Cavas Hill,Sparkling,2.0,1.0
4892,France,"Very fine bubbles, with a firm, precise entry that is stylish to the hilt. This is a confident, assertive style, tart but not thin, with fennel and lemon-oil streaks running through the green fruit. It holds together nicely on the mid-palate, like a rock in the midst of a freshwater mountain stream. Young and crisp, it sails into a long and complex finish that promises rewards with a bit of further cellaring.",91,44.0,Champagne Blend,Delamotte,Sparkling,2.0,1.0
4893,France,"The lightest pink in color, this delicacy translates into the pure Chardonnay of the Champagne itself which has Pinot Noir added to give color and just a touch of red-fruit flavors.",88,60.0,Champagne Blend,Agrapart & Fils,Sparkling,2.0,1.0
4894,Spain,"A bulky, fruity style of cava that begins with aromas of floor polish, fruit essence and roasted corn. Shows much more citrus in the mouth, where the flavors run toward orange juice, lime and tarragon. Crisp and apple-based late, but never exciting enough to stir fandom.",86,16.0,Sparkling Blend,Mont Marçal,Sparkling,2.0,1.0
4895,US,"This is a classy bottle of bubbly from the light copper color to the lightly fruity, yeasty aromas to the crisp mouthfeel and satisfying spice and raspberry flavors. A sense of layered richness is balanced by good acidity for balance.",91,23.0,Sparkling Blend,Scharffenberger,Sparkling,2.0,1.0
4896,Spain,"Not overly fruity up front; instead there's a strong hint of lettuce, greens and peach pit on the bouquet. The palate is more round and giving, with a tropical blend of pineapple, citrus and apple flavors. Finishes dry and firm, making it perfectly good in the $12-and-under category.",87,12.0,Sparkling Blend,Freixenet,Sparkling,2.0,1.0
4897,US,"What an easy-to-drink, delicious bubbly this is. With a golden salmon color, it's rich in flavors of strawberry, raspberry, lime, vanilla and yeast. It finishes with a subtle sweetness. Pair it with sushi, sashimi or ham-based dishes.",89,24.0,Sparkling Blend,Mumm Napa,Sparkling,2.0,1.0
4898,France,"This is a full-flavored, round and spicy ready-to-go bottle of bubbly. The LeRoy Neiman graphics and cava-style bottle suggest party time, and the flavors are right up against banana-ish tropicality. But the ripeness is nicely cut with leesy acids, and the wine manages not to fall off a cliff; rather it extends itself with layers of stone and mineral.",91,35.0,Champagne Blend,Duval-Leroy,Sparkling,2.0,1.0
4899,Spain,"Light aromas of petrol and lemon-lime are entirely correct for cava, and the palate pushes fresh fruit in the tangerine and grapefruit realm. Has a bit of heft and zap, with a dry, largely clean finish. Fine on its own; maybe better in a Spanish-style mimosa. Imported by CIV/USA.",85,9.0,Sparkling Blend,Cristalino,Sparkling,2.0,1.0
4900,France,"A cuvée of 100% grands crus vineyards. Massive, effusive bubbles explode in the glass, and the nose rises up with rich toast and brioche. Far more weight and concentration than the excellent “La Francaise.”  Prélude wows you with fresh pastry, marzipan and lemon meringue set against grapefruity acids. Young, luscious and built to last.",93,70.0,Champagne Blend,Taittinger,Sparkling,2.0,1.0
4901,France,"At first, the bouquet reads like bread dusted with powdered sugar; after a few minutes in the glass, the nose takes on burnt-sugar and caramel notes.  in the mouth, it's soft, effervescent and on the sweet side: Flavors of white peach, chalk (and that powdered-sugar note again) are most prominent.  Finishes short to medium, with sugar and a citrus tang.  It's not terribly complex, but it will have wide appeal; there's not much tang or tautness, and will go down easy.",84,27.0,Champagne Blend,Heidsieck & Co Monopole,Sparkling,2.0,1.0
4902,Moldova,"A sweet, heady nose of citrus and minerals leads on this pretty but simple sparkler. Robust flavors of toast and minerals offer roundness, character and a food-friendly slant, but the wine needs some complexity.",82,23.0,Sparkling Blend,Acorex,Sparkling,2.0,1.0
4903,Spain,"Smooth and full of apple flavors and aromas. Runs a bit sweet and easy, with pear notes poking through. Finishes mild enough, with lemon-lime and a hint of mineral and toast. Imported by Grapes of Spain.",86,13.0,Sparkling Blend,1+1=3,Sparkling,2.0,1.0
4904,Australia,"A carbonated pink blend of Pinot Noir and Chardonnay, this is a sweet, fruity wine that packs more punch than Bracchetto d'Acqui but is otherwise similar. It's very fragrant and loaded with strawberries and raspberries.",84,13.0,Sparkling Blend,R Wines,Sparkling,2.0,1.0
4905,US,"This is Korbel's Chardonnay-based sparkling wine, and it showcases the house style of clean acidity, slight sweetness and scouring bubbles. The Chardonnay shines through in its typical notes of lime and kiwi fruit.",87,13.0,Sparkling Blend,Korbel,Sparkling,2.0,1.0
4906,France,"This prestige cuvée from Mumm is maturing well, although still with many years' development left. It has a rich, toasty character, with fresh grapefruit and crisp greengages. Drink this opulent Champagne now, or keep for several years.",93,159.0,Champagne Blend,G. H. Mumm,Sparkling,2.0,1.0
4907,France,"Soft, fruity wine with light acidity and some attractive red berry fruits. It is warm, with an off-dry character, although the acidity does ensure freshness.",85,23.0,Sparkling Blend,Lucien Albrecht,Sparkling,2.0,1.0
4908,Spain,"Red in color, with a reedy, cinnamon nose that speaks to the 60% Pinot Noir in the wine. Flavors of strawberry and raspberry are downgraded by a rhubarb quality, and the mouthfell clamps down like a vise. Fruity but not dry or balanced enough to impress.",82,10.0,Sparkling Blend,Cristalino,Sparkling,2.0,1.0
4909,US,"Frankly sweet, and zesty in acidity, this is a nice, clean bubbly for those who like a bit of sugar in the finish. It has pleasant flavors of tangerine and vanilla, with a light, delicate mouthfeel.",85,9.0,Sparkling Blend,Ballatore,Sparkling,2.0,1.0
4910,US,The rosé is especially nice; with a pretty cherry core of sweet fruit. Basically it is free run (saignée) juice with a smidgen (two percent of  still wine added to brighten the color. Barrel aged and fermented; 300 cases produced.,88,24.0,Sparkling Blend,Mountain Dome,Sparkling,2.0,1.0
4911,US,"With a touch of sweetness, this brut is made from about 75% Chardonnay and 25% Pinot Noir. It's rich in strawberry, lime, orange and raspberry flavors, with a savory yeastiness. The tiny bubbles are the signature of a top-notch sparkling wine. Drink now.",92,70.0,Sparkling Blend,Schramsberg,Sparkling,2.0,1.0
4912,Italy,"A celebrated vintage from an estate that consistently delivers quality at attractive prices, this Riserva sparkling wine is packed with Golden Delicious apple, vanilla cream, apricot and toasted nut. There's a sassy touch of clove on the close.",89,18.0,Sparkling Blend,Rotari,Sparkling,2.0,1.0
4913,France,"A crisp, apple- and grapefruit-flavored wine, with bright, light acidity and a floral character. The wine has an attractive mineral edge, great as an apéritif.",88,25.0,Sparkling Blend,Gustave Lorentz,Sparkling,2.0,1.0
4914,Spain,"A lively number with kick and effervescence. The nose is kind, with light fruits and a whiff of chocolate. Plum and raspberry flavors are nice and accented by earthy spice, while the wine's texture and structure seem more than solid, given its everyday price.",88,10.0,Sparkling Blend,Segura Viudas,Sparkling,2.0,1.0
4915,Argentina,"Aggressive lemon-lime aromas are itchy, and the nose turns grassy and green. Overactive in the mouth, and tough to hold on the palate. Just at the level of acceptable; warning signs have been posted.",80,15.0,Sparkling Blend,Reginato,Sparkling,2.0,1.0
4916,Italy,"Packaged in an elegant bottle with a squarish-squat shape, this pretty Rosé sparkler opens with aromas of Granny Smith apple, citrus and a touch of sweet peach. The perlage is tonic and steely and would pair with spicy Indian samosas.",85,19.0,Sparkling Blend,Cantine Ceci,Sparkling,2.0,1.0
4917,South Africa,"A lovely sparkler at a fantastic price made with organic grapes. The bouquet is fresh and lively with notes of sweet pea florals, pear and peach. Light and soft in the mouth with faint ripe stone fruit and bracing acidity leading through to the crisp and somewhat tart finish. Drink now and with plenty of friends.",85,10.0,Sparkling Blend,Bon Cap,Sparkling,2.0,1.0
4918,Chile,"Undurraga has never been know for sparkling wines, and this brut isn't going to help much. It smells okay, with applesauce and lemon-lime stirring intrigue. But the palate and feel are off. It's foamy in the mouth, with undefined white-fruit flavors. Not ready for prime time.",81,12.0,Champagne Blend,Undurraga,Sparkling,2.0,1.0
